,title,artist,plays
0,Entropy,Beach Bunny,2
1,It Won't Last,Pet Fox,2
2,There's A Moon On,Pixies,2
3,United - Remastered,Throbbing Gristle,2
4,texas instruments,They Are Gutting a Body of Water,2
5,"""Quotations""",Water From Your Eyes,1
6,100 gecs — xXXi_wud_nvrstøp_ÜXXx (KOGARASHI remix),Kogarashi,1
7,10:36,beabadoobee,1
8,97 Dope Jam,Backyard Band,1
9,A Bit of Previous,Belle and Sebastian,1
