,title,artist,plays
0,(Don't) Call Me Out,Bridge Dog,2
1,Ababio,Kojo Owiredu,2
2,Blessings a Flow,"Jah Lex, Busy Signal",2
3,Car Keys,Animal Collective,2
4,Good Will Hunting,"Black Country, New Road",2
5,Ice Cream Love,Johnny Osbourne,2
6,Nobody Sees Me Like You Do,Japanese Breakfast,2
7,Oxygen,Beach Bunny,2
8,Pretend,"Jimmy October, Kaz Fuego, London Future",2
9,Rockaz,"Coutain, Brooklyn Decent",2
