,title,artist,albums,showname,date
665,Sweet Ride (Never Again),Moby Grape,Moby Grape,Plastic Tales From The Marshmallow Dimension,2022-03-07
666,San Fransisco Girls,Fever Tree,Fever Tree,Plastic Tales From The Marshmallow Dimension,2022-03-07
667,Where Do You Go?,Fever Tree,Fever Tree,Plastic Tales From The Marshmallow Dimension,2022-03-07
668,Man Who Paints The Pictures,Fever Tree,Fever Tree,Plastic Tales From The Marshmallow Dimension,2022-03-07
669,The Sun Also Rises,Fever Tree,Fever Tree,Plastic Tales From The Marshmallow Dimension,2022-03-07
670,Action Woman,The Litter,Distortions,Plastic Tales From The Marshmallow Dimension,2022-03-07
671,Soul Searchin,The Litter,Distortions,Plastic Tales From The Marshmallow Dimension,2022-03-07
672,We Aint Got (Nothing Yet),The Blue Magoos,Psychedelic Lollipop,Plastic Tales From The Marshmallow Dimension,2022-03-07
673,Sometimes I Think About,The Blue Magoos,Psychedelic Lollipop,Plastic Tales From The Marshmallow Dimension,2022-03-07
674,Up Side,? and The Mysterians,96 Tears,Plastic Tales From The Marshmallow Dimension,2022-03-07
675,Ain't it a Shame,? and The Mysterians,We Are Not Alone,Plastic Tales From The Marshmallow Dimension,2022-03-07
676,Sha La La,? and The Mysterians,We Are Not Alone,Plastic Tales From The Marshmallow Dimension,2022-03-07
677,96 Tears,? and The Mysterians,96 Tears,Plastic Tales From The Marshmallow Dimension,2022-03-07
678,Medication,The Standells,Dirty Water,Plastic Tales From The Marshmallow Dimension,2022-03-07
679,"Hey Joe, Where You Gonna Go?",The Standells,Dirty Water,Plastic Tales From The Marshmallow Dimension,2022-03-07
680,Riot On The Sunset Strip,The Standells,Riot On The Sunset Strip,Plastic Tales From The Marshmallow Dimension,2022-03-07
681,"Memphis, Tennesee",The Barbarians,Are You A Boy Or A Girl?,Plastic Tales From The Marshmallow Dimension,2022-03-07
682,Bo Didley,The Barbarians,Are You A Boy Or A Girl?,Plastic Tales From The Marshmallow Dimension,2022-03-07
683,Mr. Tamborine Man,The Barbarians,Are You A Boy Or A Girl?,Plastic Tales From The Marshmallow Dimension,2022-03-07
684,Rain,Dando Shaft,An Evening With,Plastic Tales From The Marshmallow Dimension,2022-03-07
685,Contact,Brigitte Bardot,Show,Slugbeat,2022-03-07
686,Shut the Door,Saada Bonaire,Saada Bonaire,Slugbeat,2022-03-07
687,"Un Soir, Un Chien",Laetitia Sadier,The Trip,Slugbeat,2022-03-07
688,Et Si Je T'aime,Marie Laforet,Late Night Tales: Belle and Sebastian (Volume 2),Slugbeat,2022-03-07
689,Soeur Angelique,Annie Philippe,Tendres Annees 60,Slugbeat,2022-03-07
690,Exorciseur,La Femme,Mystere,Slugbeat,2022-03-07
691,Golden Dreams,Deux,Golden Dreams,Slugbeat,2022-03-07
692,Polaroid / Roman / Photo,Ruth,Polaroid / Roman / Photo,Slugbeat,2022-03-07
693,Peupleraie,Clement Froissart,Peupleraie,Slugbeat,2022-03-07
694,Dreams,L'Epee,Diabolique,Slugbeat,2022-03-07
695,Cybele's Reverie,Stereolab,Emperor Tomato Ketchup (Expanded Edition),Slugbeat,2022-03-07
696,Si Tu Reviens Chez Moi,Les 5 Gentlemen,Psychegaelic-French Freakbot,Slugbeat,2022-03-07
697,Le temps de l'amour,Francoise Hardy,Francoise Hardy (Tous les garcons et let filles),Slugbeat,2022-03-07
698,Migas 2000,The Liminanas,Down Underground- LP's 2009 / 2014,Slugbeat,2022-03-07
699,Je suis jaloux,Doukkali,"Wizzz French Psychorama (1966-1974), Vol. 4",Slugbeat,2022-03-07
700,Les filles mortes,"Mansfield.TYA, FanXoa (Beruier Noir)",Monument ordinaire,Slugbeat,2022-03-07
701,Mon autre,Juniore,Juniore,Slugbeat,2022-03-07
702,Le debut de la fin,Domenique Dumont,Miniatures de auto rhythm,Slugbeat,2022-03-07
703,Human Crime,Pixies,Human Crime,The New Afternoon Show,2022-03-07
704,Matilda,PUP,Matilda,The New Afternoon Show,2022-03-07
705,Unnecessary Drama,Belle and Sebastian,Unnecessary Drama,The New Afternoon Show,2022-03-07
706,Happy Birthday In The Sky,Placebo,Happy Birthday In The Sky,The New Afternoon Show,2022-03-07
707,Refracting,Superchunk,Wild Loneliness,The New Afternoon Show,2022-03-07
708,What You Say (ft. Zella Day),Cold War Kids ft. Zella Day,What You Say (ft. Zella Day),The New Afternoon Show,2022-03-07
709,Come North Together,Guided by Voices,Crystal Nuns Cathedral,The New Afternoon Show,2022-03-07
710,Modern Life,Lo Moon,A Modern Life,The New Afternoon Show,2022-03-07
711,God's Gift,Johnny Marr,Fever Dreams Pts. 1-4,The New Afternoon Show,2022-03-07
712,the dealer,Nilüfer Yanya,PAINLESS,The New Afternoon Show,2022-03-07
713,Last Frontier,Midnight Oil,RESIST,The New Afternoon Show,2022-03-07
714,Warning Signs,Band of Horses,Things Are Great,The New Afternoon Show,2022-03-07
715,Aftermath,Band of Horses,Things Are Great,The New Afternoon Show,2022-03-07
716,No Dreams of Fayres,Tallies,Wound Up Tight,The New Afternoon Show,2022-03-07
717,Harness The Wind,Calexico,Harness The Wind,The New Afternoon Show,2022-03-07
718,The Crystal Lake,Piroshka,Covers of Covers,The New Afternoon Show,2022-03-07
719,The Biggest Lie,Oceanator,Covers of Covers,The New Afternoon Show,2022-03-07
720,Up Granville,Peach Pit,From 2 to 3,The New Afternoon Show,2022-03-07
721,Buying a Gun,Dark Tea,Dark Tea (3),The New Afternoon Show,2022-03-07
722,Feelin' Like a Funeral,BAMBARA,Love on My Mind,The New Afternoon Show,2022-03-07
723,Sink In,Hello Mary,Stinge/Sink In,The New Afternoon Show,2022-03-07
724,Lost In The Weight,Deserta,"Every Moment, Every Thing You Need",The New Afternoon Show,2022-03-07
725,hand of god,Gang of Youths,angel in realtime.,The New Afternoon Show,2022-03-07
726,goal of the century,Gang of Youths,angel in realtime.,The New Afternoon Show,2022-03-07
727,Young,Dashboard Confessional,All The Truth That I Can Tell,The New Afternoon Show,2022-03-07
728,The Only Place,Big Thief,Dragon New Warm Mountain I Believe In You,The New Afternoon Show,2022-03-07
729,Good morning (red),caroline,caroline,The New Afternoon Show,2022-03-07
730,Back Into My Arms,Cloud Cult,Metamorphosis,The New Afternoon Show,2022-03-07
731,The Best Time,Cloud Cult,Metamorphosis,The New Afternoon Show,2022-03-07
732,Shadow in the Frame,Daniel Rossen,Shadow in the Frame,The New Afternoon Show,2022-03-07
733,The Mainline Song,Spiritualized,The Mainline Song,The New Afternoon Show,2022-03-07
734,Back To The Radio,Porridge Radio,Back To The Radio,The New Afternoon Show,2022-03-07
735,It's The End of the World as We Know It (And I Feel Fine),Water From Your Eyes,Covers of Covers,The New Afternoon Show,2022-03-07
736,Heavy Heart,Bartees Strange,Heavy Heart,The New Afternoon Show,2022-03-07
737,Coalinga,Band of Horses,Things Are Great,The New Afternoon Show,2022-03-07
738,Good Will Hunting,"Black Country, New Road",Ants From Up There,The Sound Between,2022-03-07
739,circle the drain,Soccer Mommy,color theory,The Sound Between,2022-03-07
740,Lost Track,Haim,Lost Track,The Sound Between,2022-03-07
741,Angelina,Pinegrove,Skylight,The Sound Between,2022-03-07
742,Can't Stop the Rock,The Jesus and Mary Chain,Damage and John (Deluxe),The Sound Between,2022-03-07
743,This Is A Photograph,Kevin Morby,This Is A Photograph,The Sound Between,2022-03-07
744,Wild,Spoon,Lucifer on the Sofa,The Sound Between,2022-03-07
745,Hey Like A Child,Kurt Vile,Hey Like a Child,The Sound Between,2022-03-07
746,Slowly Separate,Crows,Slowly Separate,The Sound Between,2022-03-07
747,Human Crime,Pixies,Human Crime,The Sound Between,2022-03-07
748,Unnecessary Drama,Belle and Sebastian,Unnecessary Drama,The Sound Between,2022-03-07
749,Cassandra,Cos Sylvan,Aporia,The Sound Between,2022-03-07
750,stabilise,Nilufer Yanya,PAINLESS,The Sound Between,2022-03-07
751,Tried to Understand,SASAMI,Squeeze,The Sound Between,2022-03-07
752,Sandwich Sharer,illuminati hotties,Sandwich Sharer,The Sound Between,2022-03-07
753,Skin,Basement Revolver,Embody,The Sound Between,2022-03-07
754,I'm Holding Back Your Hair,Eades,Delusion Spree,The Sound Between,2022-03-07
755,All Your Pink Stars,Red Pants,When We Were Dancing,The Sound Between,2022-03-07
756,Termites,feeble little horse,Hayday,The Sound Between,2022-03-07
757,No Aloha,The Breeders,Last Splash,The Sound Between,2022-03-07
758,Love is Selfish,Jack White,Love is Selfish,The Sound Between,2022-03-07
759,Adore You - Valentine Demo,Snail Mail,Adore You (Valentine Demo),The Sound Between,2022-03-07
760,Be Mine - Mike on Bus Version,R.E.M..,New Adventure in Hi Fi (25th Anniversary Edition),The Sound Between,2022-03-07
761,The Fires,Blushing,Posessions,The Sound Between,2022-03-07
762,Respirate,Pinegrove,11:11,The Sound Between,2022-03-07
763,Fade Into You,American Football,Rare Symmetry / Fade Into You,The Sound Between,2022-03-07
764,"12,000 Lines",Big Thief,Dragon New Warm Mountain I Believe In You,The Sound Between,2022-03-07
765,She Spins,Letting Up Despite Great Faults,IV,The Sound Between,2022-03-07
766,When I Meet You,Hollow Bastion,Heaven Ain't Even A Place,The Sound Between,2022-03-07
767,How Simple,Hop Along,Bark Your Head Off Dog,The Sound Between,2022-03-07
768,Inside Out,Duster,Stratosphere,The Sound Between,2022-03-07
769,Source,Nubya Garcia,When We Are,Uncommon Time ,2022-03-07
770,LDN's Burning,Theon Cross,Fyah,Uncommon Time ,2022-03-07
771,Plain Gold Ring,Zara McFarlane,If You Knew Her,Uncommon Time ,2022-03-07
772,A Night in Tunisia,Tony Crombie,Essential Jazz Masters,Uncommon Time ,2022-03-07
773,Lahan al-Mansour,Yazz Ahmed,Polyhymnia,Uncommon Time ,2022-03-07
774,BTB,Moses Boyd,Dark Matter,Uncommon Time ,2022-03-07
775,Remembrance,Yussef Kamaal,Black Focus,Uncommon Time ,2022-03-07
776,My Voice,Ashley Henry,Melanin,Uncommon Time ,2022-03-07
777,The Universe Wakes Up,The Comet Is Coming,Trust In The Lifeforce Of The Deep Mystery,Uncommon Time ,2022-03-07
778,Let The Circle Be Unbroken,Sons Of Kemet,Black To The Future,Uncommon Time ,2022-03-07
779,Red Sun,Nubya Garcia,Nubya's 5ive,Uncommon Time ,2022-03-07
780,Something's Going On,Kokoroko,Something's Going On,Uncommon Time ,2022-03-07
781,Joint 17,Yussef Kamaal,Black Focus,Uncommon Time ,2022-03-07
782,Rivers of Blood,Courtney Pine,Black Notes from the Deep,Uncommon Time ,2022-03-07
783,MRA,Chris McGregor's Brotherhood Of Breath,Chris McGregor's Brotherhood of Breath,Uncommon Time ,2022-03-07
784,Dimensions Of Frequency & Vibrations,Hieroglyphic Being,A.R.E. Project,Uncommon Time ,2022-03-07
785,Take Off,Michael Garrick Trio,Moonscape,Out to Lunch,2022-03-07
786,But Not For Me,Ahmad Jamal Trio,Ahmad Jamal at the Pershing,Out to Lunch,2022-03-07
787,Images (in a Mirror),Sun Ra,Jazz in Silhouette,Out to Lunch,2022-03-07
788,Miyako,Wayne Shorter,Schizophrenia,Out to Lunch,2022-03-07
789,Aquarius,Remo Rau Quartet,At the Cafe Africana,Out to Lunch,2022-03-07
790,Yenom On,Andrzej Kurylewicz,Go Right,Out to Lunch,2022-03-07
791,Vibrations,Teddy Charles,The Teddy Charles Tentet,Out to Lunch,2022-03-07
792,Locomotive,Thelonius Monk,"Straight, No Chaser",Out to Lunch,2022-03-07
793,Les Noirs Marchant,Bobby Hutcherson,Dialogue,Out to Lunch,2022-03-07
794,Mood Indigo,Roland Kirk Quartet,Kirk in Copenhagen,Out to Lunch,2022-03-07
795,Myself When I Am Real,Charles Mingus,Mingus Plays Piano,Out to Lunch,2022-03-07
796,Succotash,Herbie Hancock,Inventions & Dimensions,Out to Lunch,2022-03-07
797,But Not For Me,John Coltrane,My Favorite Things,Out to Lunch,2022-03-07
798,The Barbara Song,Gil Evans,The Individualism of Gil Evans,Out to Lunch,2022-03-07
799,Milestones,Eric Kloss,Grits & Gravy,Out to Lunch,2022-03-07
800,Dimensions,George Russell & His Orchestra,Jazz in the Space Age,Out to Lunch,2022-03-07
801,Hollaback Girl,Gwen Stefani,Love Angel Music Baby (Deluxe Version),Scatterbrain,2022-03-06
802,BANANA CHACHA,MOMOLAND,BANANA CHACHA,Scatterbrain,2022-03-06
803,Bananaphone,Raffie,Bananaphone,Scatterbrain,2022-03-06
804,Banana Man,Tally Hall,Marvin's Marvelous Mechanical Museum,Scatterbrain,2022-03-06
805,Banana Peel,The Garden,Mirror Might Steal Your Charm,Scatterbrain,2022-03-06
806,Rattlesnake,King Gizzard & The Lizard Wizad,Flying Microtonal Banana,Scatterbrain,2022-03-06
807,Flying Microtonal Banana,King Gizzard & The Lizard Wizad,Flying Microtonal Banana,Scatterbrain,2022-03-06
808,Bañana Baby,"Gorillaz, Space Monkeyz",Laika Come Home,Scatterbrain,2022-03-06
809,Banana - Skit,M.I.A.,Arular,Scatterbrain,2022-03-06
810,Pull Up the People,M.I.A.,Arular,Scatterbrain,2022-03-06
811,Cruel Summer,Bananarama,Bananarama (Collector's Edition),Scatterbrain,2022-03-06
812,Banana Clipper,Run the Jewels,Run the Jewels,Scatterbrain,2022-03-06
813,Banana,Isaiah Rashad,Cilvia Demo,Scatterbrain,2022-03-06
814,Banana Clip,Miguel,War & Leisure,Scatterbrain,2022-03-06
815,Banana,Jada Kingdom,Banana,Scatterbrain,2022-03-06
816,Phillips Goes Bananas,GA-20,"Try It, You Might Like It: GA-20 Does Hound Dog Taylor",Scatterbrain,2022-03-06
817,Slipping on a Banana Peel (On Capitol Hill),MonoNeon,Banana Peel on Capitol Hill,Scatterbrain,2022-03-06
818,Banana Mango,Joe Satriani,Time Machine,Scatterbrain,2022-03-06
819,Banana Puddin',Souther Culture on the Skids,Plastic Seat Sweat,Scatterbrain,2022-03-06
820,Bananas and Blow,Ween,White Pepper,Scatterbrain,2022-03-06
821,Banana Pancakes,Jack Johnson,In Between Dreams,Scatterbrain,2022-03-06
822,Femme Fatale,The Velvet Underground,The Velvet Underground & Nico 45th Anniversary,Scatterbrain,2022-03-06
823,Heroin,The Velvet Underground,The Velvet Underground & Nico 45th Anniversary,Scatterbrain,2022-03-06
824,Blue Bird,BANANA FISH,BANANA FISH (Original Soundtrack Produced by Shinichi Osawa),Scatterbrain,2022-03-06
825,Stinge,Hello Mary,Stinge / Sink In,Bathtime Rave,2022-03-06
826,Na Fuga,"Florentino, MC Bin Laden, MC Buzzz",Ilimitado,Bathtime Rave,2022-03-06
827,NO MORE CAKE,CHAI,NO MORE CAKE,Bathtime Rave,2022-03-06
828,Spit Intent,"Y1640, COUCOU CHLOE, Sega Bodega",Spit Intent,Bathtime Rave,2022-03-06
829,Ex E Ex,LYZZA,Powerplay,Bathtime Rave,2022-03-06
830,C'EST QUOI ÇA?,DEBBY FRIDAY,BITCHPUNK,Bathtime Rave,2022-03-06
831,Coqueta,"Ms Nina, Kabasaki","Perreando por fuera, Llorando por dentro",Bathtime Rave,2022-03-06
832,Some Days Back I Had A Happy Ending In My Grasp,Tayhana,Tierra del Fuego,Bathtime Rave,2022-03-06
833,Freak,"LEECH, Anonymous Club",Freak,Bathtime Rave,2022-03-06
834,Baby,LSDXOXO,Dedicated 2 Disrespect,Bathtime Rave,2022-03-06
835,Tamos Redy,Tomasa del Real,Bien Y Mal,Bathtime Rave,2022-03-06
836,THAT,JACKIE EXTREME,JACKIE EXTREME,Bathtime Rave,2022-03-06
837,LENG,Shygirl,ALIAS,Bathtime Rave,2022-03-06
838,RIP Die Old,"Surfbort, Jam in the Van","Jam in the Van - Surfbort (Live Session, Los Angeles, CA, 2021)",Bathtime Rave,2022-03-06
839,White Claw Enema Bong Hit,"Surfbort, Jam in the Van","Jam in the Van - Surfbort (Live Session, Los Angeles, CA, 2021)",Bathtime Rave,2022-03-06
840,Pretty Little Fucker,"Surfbort, Jam in the Van","Jam in the Van - Surfbort (Live Session, Los Angeles, CA, 2021)",Bathtime Rave,2022-03-06
841,DANCE LIKE DOLPHIN,ANGEL D'LITE,Dolphins Have Sex for Pleasure,Bathtime Rave,2022-03-06
842,Mami,"Jubilee, Maluca",Call For Location,Bathtime Rave,2022-03-06
843,Amiga Date Cuenta,"Sailorfag, Cubebass",Sailorfag,Bathtime Rave,2022-03-06
844,JUICY,"COUCOU CHLOE, Shygirl",NAUGHTY DOG,Bathtime Rave,2022-03-06
845,Perreando Y Llorando,Meth Math,Perreando Y Llorando,Bathtime Rave,2022-03-06
846,Effeminacy,Sega Bodega,Romeo,Bathtime Rave,2022-03-06
847,Romeo,Sega Bodega,Romeo,Bathtime Rave,2022-03-06
848,All of Your Friends Think I'm Too Young For You,Sega Bodega,Romeo,Bathtime Rave,2022-03-06
849,Hellraiser XXX,LYZZA,Hellraiser XXX,Bathtime Rave,2022-03-06
850,LICK IT N SPLIT,"Zebra Katz, Shygirl",LESS IS MOOR,Bathtime Rave,2022-03-06
851,DEBUT,COBRAH,DEBUT,Bathtime Rave,2022-03-06
852,Solid Liquid Gas,Eartheater,Trinity,Bathtime Rave,2022-03-06
853,Tiro,Arca,KicK ii,Bathtime Rave,2022-03-06
854,Saoco,"Wisin, Daddy Yankee",El Sobreviviente,Bathtime Rave,2022-03-06
855,Sex With My Ex,Provoker,Dark Angel,Bathtime Rave,2022-03-06
856,Doll Parts,Hole,Live Through This,Bathtime Rave,2022-03-06
857,Bloodless Y,Kamixlo,Angélico,Bathtime Rave,2022-03-06
858,ALL I WANNA DO IS (TAKE YOUR $$$),Human Part,.ZIPTAPE,Slink Show,2022-03-06
859,Clumsy,Oli XL,"Rogue Intruder, Soul Enhancer",Slink Show,2022-03-06
860,african woods,Plaid,scintilli,Slink Show,2022-03-06
861,talk to us,Plaid,scintilli,Slink Show,2022-03-06
862,Nil,Autechre,Amber,Slink Show,2022-03-06
863,(There Is) No Logic,LoneLady,Former Things,Slink Show,2022-03-06
864,Problem Areas,Oneohtrix Point Never,R Plus Seven,Slink Show,2022-03-06
865,Torpid,Recondite,Taum,Slink Show,2022-03-06
866,Trans,Gesaffelstein,Aleph,Slink Show,2022-03-06
867,Manikin,"Green Velvet, Carl Craig",Unity,Slink Show,2022-03-06
868,So What,"Green Velvet, Carl Craig",Unity,Slink Show,2022-03-06
869,Rosalie,"Green Velvet, Carl Craig",Unity,Slink Show,2022-03-06
870,Black Sea,Drexciya,Journey of the Deep Sea Dweller IV,Slink Show,2022-03-06
871,The Climax,Paperclip People,The Secret Tapes of Dr. Eich,Slink Show,2022-03-06
872,The Compass,Dave Clarke,The Compass,Slink Show,2022-03-06
873,Took a Turn,Louke Man,Sd-1,Slink Show,2022-03-06
874,Simon From Sydney,LFO,Frequencies,Slink Show,2022-03-06
875,Wax The Nip,Aphex Twin,...I Care Because You Do,Slink Show,2022-03-06
876,Alberto Basalm,Aphex Twin,...I Care Because You Do,Slink Show,2022-03-06
877,MmmHmm,"Flying Lotus, Thundercat",Cosmogramma,Slink Show,2022-03-06
878,Do The Astral Plane,Flying Lotus,Cosmogramma,Slink Show,2022-03-06
879,Satelllliiiiiiiteee,Flying Lotus,Cosmogramma,Slink Show,2022-03-06
880,Glamourama,Photek,Solaris,Slink Show,2022-03-06
881,Statesboro Blues,Blind Willie McTell,When the Sun Goes Down,Shake 'Em On Down,2022-03-06
882,Down In the Dumps,Bessie Smith,The Essential Bessie Smith,Shake 'Em On Down,2022-03-06
883,Daddy Don’t Care,Buddy Moss,Buddy Moss Vol. 1 1933,Shake 'Em On Down,2022-03-06
884,The Panama Limited,Buddy Moss,Mississippi Blues Giant,Shake 'Em On Down,2022-03-06
885,New Bumble Bee,Memphis Minnie,Original Blues Ladies,Shake 'Em On Down,2022-03-06
886,When The Levee Breaks,Memphis Minnie and Kansas Joe McCoy,Queen of the Blues,Shake 'Em On Down,2022-03-06
887,Dry Spell Blues,Son House,Country Farm Blues,Shake 'Em On Down,2022-03-06
888,Hard Time Killin’ Floor Blues,Skip James,Blues From The Delta,Shake 'Em On Down,2022-03-06
889,Do Your Duty,Bessie Smith,The Essential Bessie Smith,Shake 'Em On Down,2022-03-06
890,34 Blues,Charley Patton,"Primeval Blues, Rags, And Gospel Songs",Shake 'Em On Down,2022-03-06
891,Man Killing Broad,Lonnie Johnson,The Very Best Of,Shake 'Em On Down,2022-03-06
892,Cold Iron Bed,Jack Kelly and His South Memphis Jug Band,Complete Recorded Works: Jack Kelly and His South Memphis Jug Band,Shake 'Em On Down,2022-03-06
893,I'm a Rattlesnakin' Daddy,Blind Boy Fuller,The Best Of,Shake 'Em On Down,2022-03-06
894,Weeping Willow,Blind Boy Fuller,Blind Boy Fuller Vol. 3 1937,Shake 'Em On Down,2022-03-06
895,Jail Bird Love Song,Mississippi Sheiks,Stop and Listen,Shake 'Em On Down,2022-03-06
896,Detroit Moan,Victoria Spivey,The Great Depression: American Music in the '30s,Shake 'Em On Down,2022-03-06
897,Jack I’m Mellow,Trixie Smith,Trixie Smith: Vol. 2 1925-1929,Shake 'Em On Down,2022-03-06
898,The Stuff Is Here,Georgia White,Georgia White Vol. 3 (1937-1939),Shake 'Em On Down,2022-03-06
899,Dough Roller Blues,Garfield Akers,The Best There Ever Was: The Legendary Early Blues Performers,Shake 'Em On Down,2022-03-06
900,Bad Boy,Ed Bell,Ed Bell - Mamlish Blues (1927-1930),Shake 'Em On Down,2022-03-06
901,New Salty Dog,Sam Collins,Sam Collins (1927-1931),Shake 'Em On Down,2022-03-06
902,Birmingham Gambler,Curley Weaver,Curley Weaver 1933-1935,Shake 'Em On Down,2022-03-06
903,Deep Down In The Ground,Sonny Boy Williamson,The Bluebird Recordings 1938 (Remastered 1997),Shake 'Em On Down,2022-03-06
904,The Honey Dripper,Roosevelt Sykes,Roosevelt Sykes: Vol 4 (1934-1936),Shake 'Em On Down,2022-03-06
905,You Gonna Need My Help Someday,Black Ace,I'm The Boss Card in Your Hand,Shake 'Em On Down,2022-03-06
906,Peetie Wheatstraw Stomp,Peetie Wheatstraw,Peetie Wheatstraw : Vol. 4 (1936-1937),Shake 'Em On Down,2022-03-06
907,El Boogalo del Perro,Los Destellos,Sicodelicos,Malas Influencias,2022-03-06
908,A los Bosques,"Los Destellos, Enrique Delgado","Para Todo el Mundo, Vol. 2",Malas Influencias,2022-03-06
909,Vacilando Con Ayahuasca,Juaneco Y Su Combo,Leyenda Amazonica,Malas Influencias,2022-03-06
910,Sacale la Miel,Los Destellos,Sicodelicos,Malas Influencias,2022-03-06
911,La Pastorcia,"Los Destellos, Enrique Delgado","Para Todo el Mundo, Vol. 2",Malas Influencias,2022-03-06
912,2001(Dois Mil E Um),Os Mutantes,"""Mutantes""",Malas Influencias,2022-03-06
913,Tinido Trincando,Novos Baianos,Acabou Chorare,Malas Influencias,2022-03-06
914,Volando Con Los Destellos,Los Destellos,Sicodelicos,Malas Influencias,2022-03-06
915,Sabor a Caña,Los Orientales de Paramonga,Sabor a Caña,Malas Influencias,2022-03-06
916,Que Chola Tan Rica,Los Destellos,Solo Ellos... Los Destellos,Malas Influencias,2022-03-06
917,Papageno Electrico,Chicha Libre,Canibalismo,Malas Influencias,2022-03-06
918,Sueño Sicodelico,Los Holy's,Campo de Vampiros,Malas Influencias,2022-03-06
919,Escucha Nena,Los 007,Con Su Nuevo Estilo,Malas Influencias,2022-03-06
920,Rock & Roll Woman,The Mad's,Molesto (1968 - 1971),Malas Influencias,2022-03-06
921,Bola Bola En El Tres,Los Wembler's de Iquitos,La Danza del Petrolero,Malas Influencias,2022-03-06
922,La Fatidica,Los Destellos,Sicodelicos,Malas Influencias,2022-03-06
923,El Trapiche,Los Orientales de Paramonga,El Trapiche,Malas Influencias,2022-03-06
924,Blues de Cris,Pescado Rabioso,Desatormentandonos,Malas Influencias,2022-03-06
925,"Canto, desde el fondo de las ruinas",Aquelarre,Aquelarre,Malas Influencias,2022-03-06
926,Ramo de Rosas,Los Pakines,Cumbias Chicadelicas: Peruvian Psychedelic Chicha,Malas Influencias,2022-03-06
927,El Bicho,Los Beta 5,Cumbias Chicadelicas: Peruvian Psychedelic Chicha,Malas Influencias,2022-03-06
928,Todos Juntos,Los Invasores de Progreso,Cumbias Chicadelicas: Peruvian Psychedelic Chicha,Malas Influencias,2022-03-06
929,Natalia,Los Destellos,Sicodelicos,Malas Influencias,2022-03-06
930,Melodia Celeste,Grupo Celeste,Cumbia Beat Volume 2,Malas Influencias,2022-03-06
931,Noche de Garua,Los Destellos,Sicodelicos,Malas Influencias,2022-03-06
932,Choque de Vientos,Los Holy's,Campo de Vampiros,Malas Influencias,2022-03-06
933,Yellow Sea Days,Traffic Sound,Virgin,Malas Influencias,2022-03-06
934,Descarga Destellos,Los Destellos,Solo Ellos... Los Destellos,Malas Influencias,2022-03-06
935,Te Quiero,Los Dug Dug's,"Cambia, Cambia",Malas Influencias,2022-03-06
936,We Always Hate Your Manners,Los Dug Dug's,El Loco,Malas Influencias,2022-03-06
937,I Got My Emotion,Los Dug Dug's,El Loco,Malas Influencias,2022-03-06
938,Elevator,Mike Baretz,,Songland NYU,2022-03-06
939,Can U B My Home,Fake Dad,,Songland NYU,2022-03-06
940,Lost in My Mind,GARDENA,,Songland NYU,2022-03-06
941,Ballad to Follow,Kat Vokes,Clockwork,Songland NYU,2022-03-06
942,Don't Pull Me Under,Jessica Chertock,All Your Light,Songland NYU,2022-03-06
943,Anchor,Beach Holiday,,Songland NYU,2022-03-06
944,In My Head,Braeden Patrick,,Songland NYU,2022-03-06
945,Would You Read My Mind,Nono Chen,,Songland NYU,2022-03-06
946,Louder,"Stone Cold Grace, Sirena Beard-Galati",,Songland NYU,2022-03-06
947,Listen,Goldlove,,Songland NYU,2022-03-06
948,Streetcar,Caroline Meade,Grow Up,Songland NYU,2022-03-06
949,Nothing Less,Brendan Mieles,,Songland NYU,2022-03-06
950,Find You Again,"Goldlove, STAN STAN STAN",,Songland NYU,2022-03-06
951,Hate How You Love Me,Soph Retief,,Songland NYU,2022-03-06
952,Maybe Tomorrow,"Goldlove, The Monroe Doctors, ivii",,Songland NYU,2022-03-06
953,East Village Evening,Oskari,,Songland NYU,2022-03-06
954,Silence,j solomon,Cobalt,Songland NYU,2022-03-06
955,More,Micah Kohn,Permission/More,Songland NYU,2022-03-06
956,Sun Behind the Clouds,"Khushi Jain, Shaunak",Side A,Songland NYU,2022-03-06
957,Two Flowers in Full Bloom,Nick Springer,,Songland NYU,2022-03-06
958,Abandon Me,Mike Baretz,,Songland NYU,2022-03-06
959,Hungover,Soph Retief,,Songland NYU,2022-03-06
960,A Brief History of Time,Caroline Meade,Grow Up,Songland NYU,2022-03-06
961,Ever Since You,Cassidy Corbin,Bored Games,Songland NYU,2022-03-06
962,Drug,"Goldlove, Soph Retief",,Songland NYU,2022-03-06
963,Say It Again,Ria Arora,Put Your Love on Paper,Songland NYU,2022-03-06
964,leave,"HEEIN, Maxwell Henry, Grievances",Side A,Songland NYU,2022-03-06
965,Silver,James Parrott,,Songland NYU,2022-03-06
966,After Dark,"Surabhi Raj, Katie Yang",Side A,Songland NYU,2022-03-06
967,Dyo Portes Exei I Zoi,Sotiria Bellou,Dyo Portes Exei I Zoi,Ta Rempetika,2022-03-06
968,Robbery,Lime Cordiale,Robbery,Kook Jamz,2022-03-05
969,The Green Superintendent,Mako Road,The Green Superintendant,Kook Jamz,2022-03-05
970,Got on My Skateboard,Skeggs,Get on My Skateboard,Kook Jamz,2022-03-05
971,Live Well,Palace,So Long Forever,Kook Jamz,2022-03-05
972,Booster Seat,Spacey Jane,Sunlight,Kook Jamz,2022-03-05
973,Ocean Man,Ween,The Mollusk,Kook Jamz,2022-03-05
974,Badfish,Sublime,Jah Won't Pay the BIlls,Kook Jamz,2022-03-05
975,When You Were Made,The Growlers,City Club,Kook Jamz,2022-03-05
